"review_id","record_type","review_priority","confidence","source_term_or_finding","chosen_rendering_or_treatment","language","script","locale","unit_id","section_path","source_file","target_file","source_locator","target_locator","segment_id","final_printed_page","pagination_status","expert_review_status","please_double_check"
"REV-TE-T009","terminology_or_sense_decision","standard","not_separately_graded","empty set / union / intersection / difference / disjoint","శూన్య సమితి / సమ్మేళనం / ఛేదనం / భేదం / వియుక్త","Telugu","Telu","te-Telu-IN","OLP-0008","sets-functions-relations/sets/unions-and-intersections","content/sets-functions-relations/sets/unions-and-intersections.tex","translation/content/sets-functions-relations/sets/unions-and-intersections.tex","content/sets-functions-relations/sets/unions-and-intersections.tex:34-40","translation/content/sets-functions-relations/sets/unions-and-intersections.tex:35-42","OLP-0008-B008","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “శూన్య సమితి / సమ్మేళనం / ఛేదనం / భేదం / వియుక్త” is idiomatic and technically standard for “empty set / union / intersection / difference / disjoint” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T009","terminology_or_sense_decision","standard","not_separately_graded","empty set / union / intersection / difference / disjoint","శూన్య సమితి / సమ్మేళనం / ఛేదనం / భేదం / వియుక్త","Telugu","Telu","te-Telu-IN","OLP-0008","sets-functions-relations/sets/unions-and-intersections","content/sets-functions-relations/sets/unions-and-intersections.tex","translation/content/sets-functions-relations/sets/unions-and-intersections.tex","content/sets-functions-relations/sets/unions-and-intersections.tex:71-79","translation/content/sets-functions-relations/sets/unions-and-intersections.tex:74-82","OLP-0008-B014","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “శూన్య సమితి / సమ్మేళనం / ఛేదనం / భేదం / వియుక్త” is idiomatic and technically standard for “empty set / union / intersection / difference / disjoint” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T009","terminology_or_sense_decision","standard","not_separately_graded","empty set / union / intersection / difference / disjoint","శూన్య సమితి / సమ్మేళనం / ఛేదనం / భేదం / వియుక్త","Telugu","Telu","te-Telu-IN","OLP-0008","sets-functions-relations/sets/unions-and-intersections","content/sets-functions-relations/sets/unions-and-intersections.tex","translation/content/sets-functions-relations/sets/unions-and-intersections.tex","content/sets-functions-relations/sets/unions-and-intersections.tex:71-79","translation/content/sets-functions-relations/sets/unions-and-intersections.tex:74-82","OLP-0008-B014","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “శూన్య సమితి / సమ్మేళనం / ఛేదనం / భేదం / వియుక్త” is idiomatic and technically standard for “empty set / union / intersection / difference / disjoint” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T009","terminology_or_sense_decision","standard","not_separately_graded","empty set / union / intersection / difference / disjoint","శూన్య సమితి / సమ్మేళనం / ఛేదనం / భేదం / వియుక్త","Telugu","Telu","te-Telu-IN","OLP-0008","sets-functions-relations/sets/unions-and-intersections","content/sets-functions-relations/sets/unions-and-intersections.tex","translation/content/sets-functions-relations/sets/unions-and-intersections.tex","content/sets-functions-relations/sets/unions-and-intersections.tex:162-168","translation/content/sets-functions-relations/sets/unions-and-intersections.tex:165-172","OLP-0008-B028","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “శూన్య సమితి / సమ్మేళనం / ఛేదనం / భేదం / వియుక్త” is idiomatic and technically standard for “empty set / union / intersection / difference / disjoint” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T010","terminology_or_sense_decision","standard","not_separately_graded","rational / irrational / real number","కరణీయ సంఖ్య / అకరణీయ సంఖ్య / వాస్తవ సంఖ్య","Telugu","Telu","te-Telu-IN","OLP-0007","sets-functions-relations/sets/important-sets","content/sets-functions-relations/sets/important-sets.tex","translation/content/sets-functions-relations/sets/important-sets.tex","content/sets-functions-relations/sets/important-sets.tex:12-27","translation/content/sets-functions-relations/sets/important-sets.tex:12-26","OLP-0007-B005","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “కరణీయ సంఖ్య / అకరణీయ సంఖ్య / వాస్తవ సంఖ్య” is idiomatic and technically standard for “rational / irrational / real number” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T010","terminology_or_sense_decision","standard","not_separately_graded","rational / irrational / real number","కరణీయ సంఖ్య / అకరణీయ సంఖ్య / వాస్తవ సంఖ్య","Telugu","Telu","te-Telu-IN","OLP-0007","sets-functions-relations/sets/important-sets","content/sets-functions-relations/sets/important-sets.tex","translation/content/sets-functions-relations/sets/important-sets.tex","content/sets-functions-relations/sets/important-sets.tex:12-27","translation/content/sets-functions-relations/sets/important-sets.tex:12-26","OLP-0007-B005","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “కరణీయ సంఖ్య / అకరణీయ సంఖ్య / వాస్తవ సంఖ్య” is idiomatic and technically standard for “rational / irrational / real number” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T011","terminology_or_sense_decision","high","mixed_provisional","finite / infinite / string / sequence / alphabet","పరిమిత / అనంత (witness synonym అపరిమిత) / సంకేతమాల / క్రమం / వర్ణమాల","Telugu","Telu","te-Telu-IN","OLP-0007","sets-functions-relations/sets/important-sets","content/sets-functions-relations/sets/important-sets.tex","translation/content/sets-functions-relations/sets/important-sets.tex","content/sets-functions-relations/sets/important-sets.tex:45-60","translation/content/sets-functions-relations/sets/important-sets.tex:45-61","OLP-0007-B008","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “పరిమిత / అనంత (witness synonym అపరిమిత) / సంకేతమాల / క్రమం / వర్ణమాల” is idiomatic and technically standard for “finite / infinite / string / sequence / alphabet” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T011","terminology_or_sense_decision","high","mixed_provisional","finite / infinite / string / sequence / alphabet","పరిమిత / అనంత (witness synonym అపరిమిత) / సంకేతమాల / క్రమం / వర్ణమాల","Telugu","Telu","te-Telu-IN","OLP-0007","sets-functions-relations/sets/important-sets","content/sets-functions-relations/sets/important-sets.tex","translation/content/sets-functions-relations/sets/important-sets.tex","content/sets-functions-relations/sets/important-sets.tex:62-67","translation/content/sets-functions-relations/sets/important-sets.tex:63-68","OLP-0007-B009","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “పరిమిత / అనంత (witness synonym అపరిమిత) / సంకేతమాల / క్రమం / వర్ణమాల” is idiomatic and technically standard for “finite / infinite / string / sequence / alphabet” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T012","terminology_or_sense_decision","high","mixed_provisional","ordered pair / tuple / Cartesian product","క్రమయుగ్మం / క్రమిత బహుళకం / కార్టీజియన్ లబ్ధం","Telugu","Telu","te-Telu-IN","OLP-0009","sets-functions-relations/sets/pairs-and-products","content/sets-functions-relations/sets/pairs-and-products.tex","translation/content/sets-functions-relations/sets/pairs-and-products.tex","content/sets-functions-relations/sets/pairs-and-products.tex:12-17","translation/content/sets-functions-relations/sets/pairs-and-products.tex:12-17","OLP-0009-B005","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “క్రమయుగ్మం / క్రమిత బహుళకం / కార్టీజియన్ లబ్ధం” is idiomatic and technically standard for “ordered pair / tuple / Cartesian product” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T012","terminology_or_sense_decision","high","mixed_provisional","ordered pair / tuple / Cartesian product","క్రమయుగ్మం / క్రమిత బహుళకం / కార్టీజియన్ లబ్ధం","Telugu","Telu","te-Telu-IN","OLP-0009","sets-functions-relations/sets/pairs-and-products","content/sets-functions-relations/sets/pairs-and-products.tex","translation/content/sets-functions-relations/sets/pairs-and-products.tex","content/sets-functions-relations/sets/pairs-and-products.tex:38-47","translation/content/sets-functions-relations/sets/pairs-and-products.tex:39-49","OLP-0009-B009","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “క్రమయుగ్మం / క్రమిత బహుళకం / కార్టీజియన్ లబ్ధం” is idiomatic and technically standard for “ordered pair / tuple / Cartesian product” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T012","terminology_or_sense_decision","high","mixed_provisional","ordered pair / tuple / Cartesian product","క్రమయుగ్మం / క్రమిత బహుళకం / కార్టీజియన్ లబ్ధం","Telugu","Telu","te-Telu-IN","OLP-0009","sets-functions-relations/sets/pairs-and-products","content/sets-functions-relations/sets/pairs-and-products.tex","translation/content/sets-functions-relations/sets/pairs-and-products.tex","content/sets-functions-relations/sets/pairs-and-products.tex:52-58","translation/content/sets-functions-relations/sets/pairs-and-products.tex:55-61","OLP-0009-B011","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “క్రమయుగ్మం / క్రమిత బహుళకం / కార్టీజియన్ లబ్ధం” is idiomatic and technically standard for “ordered pair / tuple / Cartesian product” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T013","terminology_or_sense_decision","high","mixed_provisional","Russell's paradox / contradiction / comprehension / axiom","రసెల్ వైరుధ్యం / విరోధం / ధర్మసంగ్రహం / స్వీకృతం","Telugu","Telu","te-Telu-IN","OLP-0010","sets-functions-relations/sets/russells-paradox","content/sets-functions-relations/sets/russells-paradox.tex","translation/content/sets-functions-relations/sets/russells-paradox.tex","content/sets-functions-relations/sets/russells-paradox.tex:21-25","translation/content/sets-functions-relations/sets/russells-paradox.tex:22-26","OLP-0010-B006","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “రసెల్ వైరుధ్యం / విరోధం / ధర్మసంగ్రహం / స్వీకృతం” is idiomatic and technically standard for “Russell's paradox / contradiction / comprehension / axiom” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T013","terminology_or_sense_decision","high","mixed_provisional","Russell's paradox / contradiction / comprehension / axiom","రసెల్ వైరుధ్యం / విరోధం / ధర్మసంగ్రహం / స్వీకృతం","Telugu","Telu","te-Telu-IN","OLP-0010","sets-functions-relations/sets/russells-paradox","content/sets-functions-relations/sets/russells-paradox.tex","translation/content/sets-functions-relations/sets/russells-paradox.tex","content/sets-functions-relations/sets/russells-paradox.tex:21-25","translation/content/sets-functions-relations/sets/russells-paradox.tex:22-26","OLP-0010-B006","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “రసెల్ వైరుధ్యం / విరోధం / ధర్మసంగ్రహం / స్వీకృతం” is idiomatic and technically standard for “Russell's paradox / contradiction / comprehension / axiom” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T013","terminology_or_sense_decision","high","mixed_provisional","Russell's paradox / contradiction / comprehension / axiom","రసెల్ వైరుధ్యం / విరోధం / ధర్మసంగ్రహం / స్వీకృతం","Telugu","Telu","te-Telu-IN","OLP-0010","sets-functions-relations/sets/russells-paradox","content/sets-functions-relations/sets/russells-paradox.tex","translation/content/sets-functions-relations/sets/russells-paradox.tex","content/sets-functions-relations/sets/russells-paradox.tex:72-77","translation/content/sets-functions-relations/sets/russells-paradox.tex:77-82","OLP-0010-B013","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “రసెల్ వైరుధ్యం / విరోధం / ధర్మసంగ్రహం / స్వీకృతం” is idiomatic and technically standard for “Russell's paradox / contradiction / comprehension / axiom” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T014","terminology_or_sense_decision","high","mixed_provisional","perfect number / proper divisor / continuum / induction / recursive","పరిపూర్ణ సంఖ్య / నిజ భాజకం / అవిచ్ఛిన్న సమితి / ఆగమనం / పునరావృత్త","Telugu","Telu","te-Telu-IN","OLP-0005","sets-functions-relations/sets/basics","content/sets-functions-relations/sets/basics.tex","translation/content/sets-functions-relations/sets/basics.tex","content/sets-functions-relations/sets/basics.tex:73-92","translation/content/sets-functions-relations/sets/basics.tex:76-96","OLP-0005-B012","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “పరిపూర్ణ సంఖ్య / నిజ భాజకం / అవిచ్ఛిన్న సమితి / ఆగమనం / పునరావృత్త” is idiomatic and technically standard for “perfect number / proper divisor / continuum / induction / recursive” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T014","terminology_or_sense_decision","high","mixed_provisional","perfect number / proper divisor / continuum / induction / recursive","పరిపూర్ణ సంఖ్య / నిజ భాజకం / అవిచ్ఛిన్న సమితి / ఆగమనం / పునరావృత్త","Telugu","Telu","te-Telu-IN","OLP-0005","sets-functions-relations/sets/basics","content/sets-functions-relations/sets/basics.tex","translation/content/sets-functions-relations/sets/basics.tex","content/sets-functions-relations/sets/basics.tex:73-92","translation/content/sets-functions-relations/sets/basics.tex:76-96","OLP-0005-B012","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “పరిపూర్ణ సంఖ్య / నిజ భాజకం / అవిచ్ఛిన్న సమితి / ఆగమనం / పునరావృత్త” is idiomatic and technically standard for “perfect number / proper divisor / continuum / induction / recursive” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T015","terminology_or_sense_decision","standard","not_separately_graded","binary relation / domain / range / function / inverse / composition","ద్విస్థానిక సంబంధం / ప్రవేశం / వ్యాప్తి / ప్రమేయం / విలోమం / సంయుక్తం","Telugu","Telu","te-Telu-IN","OLP-0012","sets-functions-relations/relations/relations-as-sets","content/sets-functions-relations/relations/relations-as-sets.tex","translation/content/sets-functions-relations/relations/relations-as-sets.tex","content/sets-functions-relations/relations/relations-as-sets.tex:55-59","translation/content/sets-functions-relations/relations/relations-as-sets.tex:54-59","OLP-0012-B009","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “ద్విస్థానిక సంబంధం / ప్రవేశం / వ్యాప్తి / ప్రమేయం / విలోమం / సంయుక్తం” is idiomatic and technically standard for “binary relation / domain / range / function / inverse / composition” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T015","terminology_or_sense_decision","standard","not_separately_graded","binary relation / domain / range / function / inverse / composition","ద్విస్థానిక సంబంధం / ప్రవేశం / వ్యాప్తి / ప్రమేయం / విలోమం / సంయుక్తం","Telugu","Telu","te-Telu-IN","OLP-0021","sets-functions-relations/functions/function-basics","content/sets-functions-relations/functions/function-basics.tex","translation/content/sets-functions-relations/functions/function-basics.tex","content/sets-functions-relations/functions/function-basics.tex:28-30","translation/content/sets-functions-relations/functions/function-basics.tex:28-30","OLP-0021-B008","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “ద్విస్థానిక సంబంధం / ప్రవేశం / వ్యాప్తి / ప్రమేయం / విలోమం / సంయుక్తం” is idiomatic and technically standard for “binary relation / domain / range / function / inverse / composition” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T015","terminology_or_sense_decision","standard","not_separately_graded","binary relation / domain / range / function / inverse / composition","ద్విస్థానిక సంబంధం / ప్రవేశం / వ్యాప్తి / ప్రమేయం / విలోమం / సంయుక్తం","Telugu","Telu","te-Telu-IN","OLP-0024","sets-functions-relations/functions/inverses","content/sets-functions-relations/functions/inverses.tex","translation/content/sets-functions-relations/functions/inverses.tex","content/sets-functions-relations/functions/inverses.tex:27-31","translation/content/sets-functions-relations/functions/inverses.tex:27-31","OLP-0024-B008","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “ద్విస్థానిక సంబంధం / ప్రవేశం / వ్యాప్తి / ప్రమేయం / విలోమం / సంయుక్తం” is idiomatic and technically standard for “binary relation / domain / range / function / inverse / composition” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T015","terminology_or_sense_decision","standard","not_separately_graded","binary relation / domain / range / function / inverse / composition","ద్విస్థానిక సంబంధం / ప్రవేశం / వ్యాప్తి / ప్రమేయం / విలోమం / సంయుక్తం","Telugu","Telu","te-Telu-IN","OLP-0025","sets-functions-relations/functions/composition","content/sets-functions-relations/functions/composition.tex","translation/content/sets-functions-relations/functions/composition.tex","content/sets-functions-relations/functions/composition.tex:39-43","translation/content/sets-functions-relations/functions/composition.tex:38-42","OLP-0025-B007","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “ద్విస్థానిక సంబంధం / ప్రవేశం / వ్యాప్తి / ప్రమేయం / విలోమం / సంయుక్తం” is idiomatic and technically standard for “binary relation / domain / range / function / inverse / composition” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T016","terminology_or_sense_decision","standard","not_separately_graded","reflexive / transitive / symmetric / antisymmetric / irreflexive / asymmetric / connected","స్వావర్తన / సంక్రామక / సౌష్ఠవ / ప్రతిసౌష్ఠవ / అస్వావర్తన / ఏకదిశ / సంయుక్త","Telugu","Telu","te-Telu-IN","OLP-0014","sets-functions-relations/relations/special-properties","content/sets-functions-relations/relations/special-properties.tex","translation/content/sets-functions-relations/relations/special-properties.tex","content/sets-functions-relations/relations/special-properties.tex:23-26","translation/content/sets-functions-relations/relations/special-properties.tex:23-26","OLP-0014-B006","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “స్వావర్తన / సంక్రామక / సౌష్ఠవ / ప్రతిసౌష్ఠవ / అస్వావర్తన / ఏకదిశ / సంయుక్త” is idiomatic and technically standard for “reflexive / transitive / symmetric / antisymmetric / irreflexive / asymmetric / connected” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
"REV-TE-T016","terminology_or_sense_decision","standard","not_separately_graded","reflexive / transitive / symmetric / antisymmetric / irreflexive / asymmetric / connected","స్వావర్తన / సంక్రామక / సౌష్ఠవ / ప్రతిసౌష్ఠవ / అస్వావర్తన / ఏకదిశ / సంయుక్త","Telugu","Telu","te-Telu-IN","OLP-0014","sets-functions-relations/relations/special-properties","content/sets-functions-relations/relations/special-properties.tex","translation/content/sets-functions-relations/relations/special-properties.tex","content/sets-functions-relations/relations/special-properties.tex:28-31","translation/content/sets-functions-relations/relations/special-properties.tex:28-32","OLP-0014-B007","","pending_coherent_reader_pagination","provisional_pending_optional_specialist_review_no_hold","Please double-check whether “స్వావర్తన / సంక్రామక / సౌష్ఠవ / ప్రతిసౌష్ఠవ / అస్వావర్తన / ఏకదిశ / సంయుక్త” is idiomatic and technically standard for “reflexive / transitive / symmetric / antisymmetric / irreflexive / asymmetric / connected” in Telugu logic/mathematics across Andhra Pradesh and Telangana. If not, what exact replacement should be used while leaving the displayed definition, formulas and source scope unchanged?"
